LocationDesc,HealthTopic,PolicyTopic,Title,Status,GeoLocation,DisplayOrder,PolicyTypeID
Idaho,Nutrition,Appropriations,Rules of the Preferred Promotion Program,Enacted,"(43.682630005, -114.363730042)",2,REG
Maine,Nutrition,Incentives,Local Food Production,Dead,"(45.254228894001, -68.985031336)",17,LEG
Texas,Obesity,Disparities/Equity,Sweetened Beverages Tax,Dead,"(31.827240407, -99.426770206)",32,LEG
Hawaii,Obesity,Appropriations,Unused State and Counties Properties,Dead,"(21.304850435, -157.857749403)",28,LEG
Minnesota,Physical Activity,Public Transportation,Transportation,Dead,"(46.355648736, -94.794200503)",63,LEG
Alabama,Physical Activity,Appropriations,Public Education and State Appropriations,Enacted,"(32.840571122, -86.631860762)",48,LEG
Florida,Physical Activity,Bicycling,Shared-Use Nonmotorized Trail Network,Introduced,"(28.932040377, -81.928960539)",50,LEG
Florida,Nutrition,Farm Direct Foods,Healthy and Fit Florida Act,Dead,"(28.932040377, -81.928960539)",8,LEG
Mississippi,Nutrition,Disparities/Equity,An Act Making Appropriations<br>,Dead,"(32.745510099, -89.538030825)",7,LEG
Missouri,Nutrition,Food Policy Councils,Farm to Table Advisory Board,Dead,"(38.635790776, -92.566300053)",13,LEG
Tennessee,Physical Activity,Public Safety,Industrial Development,Enacted,"(35.68094058, -85.774490914)",62,LEG
Arkansas,Nutrition,Farm Direct Foods,Cottage Food and Farmers Market Permit Exemptions,Enacted,"(34.748650124, -92.274490743)",8,LEG
Iowa,Nutrition,Food Assistance Programs,An Act Providing for Charitable Food Donations,Dead,"(42.469400913, -93.816490556)",3,LEG
New York,Nutrition,Food Assistance Programs,An Act to Amend the Agriculture and Markets Law,Introduced,"(42.827001032, -75.543970427)",3,LEG
Oklahoma,Nutrition,Food Assistance Programs,The Department Of Human Services,Dead,"(35.472031356, -97.521070214)",3,LEG
California,Physical Activity,Public Transportation,Transit Village Plan: Design,Enacted,"(37.638640123, -120.999999538)",63,LEG
Indiana,Physical Activity,Built Environment and Street-Scale Design,Complete Streets Guidelines,Dead,"(39.766910452, -86.149960194)",68,LEG
Texas,Nutrition,Food Security,School Food Information,Dead,"(31.827240407, -99.426770206)",14,LEG
Texas,Physical Activity,Physical Education Requirements,Physical Activity Requirements in School Districts,Dead,"(31.827240407, -99.426770206)",61,LEG
District of Columbia,Physical Activity,Appropriations,Budget Support Congressional Review,Enacted,"(38.890371385, -77.031961127)",48,LEG
New York,Physical Activity,Bicycling,Omnibus Obesity and Respiratory Illness Reduction Act,Introduced,"(42.827001032, -75.543970427)",50,LEG
Massachusetts,Nutrition,Nutrition Standards,Healthy School Meals,Dead,"(42.27687047, -72.082690675)",6,LEG
New Mexico,Nutrition,Fruits and Vegetables,Fresh Fruit in School,Dead,"(34.520880952, -106.240580985)",15,LEG
Rhode Island,Obesity,Appropriations,Motor Vehicles,Enacted,"(41.708280193, -71.522470314)",28,LEG
Pennsylvania,Nutrition,Fruits and Vegetables,School Foods Reform,Dead,"(40.793730152, -77.860700294)",15,LEG
New Jersey,Obesity,Appropriations,Recreational Land Development and Conservation Purposes,Enacted,"(40.130570048, -74.273691288)",28,LEG
Massachusetts,Nutrition,Food Security,An Act Making Appropriations<br>,Dead,"(42.27687047, -72.082690675)",14,LEG
Massachusetts,Obesity,Body Mass Index (BMI),Affordable Housing and Community Planning,Dead,"(42.27687047, -72.082690675)",29,LEG
Pennsylvania,Obesity,Menu Labeling,Capital Budget for the Fiscal Year 2010-2011,Enacted,"(40.793730152, -77.860700294)",41,LEG
Virginia,Nutrition,Agriculture and Farming,State Grown Food Products,Dead,"(37.542680674, -78.457890463)",10,LEG
Florida,Obesity,Appropriations,Incorporations by Reference,Enacted,"(28.932040377, -81.928960539)",28,REG
Virginia,Obesity,Appropriations,Standards of Quality,Enacted,"(37.542680674, -78.457890463)",28,LEG
New York,Nutrition,Task Forces/Councils,Omnibus Obesity and Respiratory Illness Reduction Act,Introduced,"(42.827001032, -75.543970427)",23,LEG
New York,Obesity,Liability and Indemnity,State Fiscal Plan,Dead,"(42.827001032, -75.543970427)",39,LEG
Georgia,Obesity,Menu Labeling,Hotel Motel and Trade Show Tax,Enacted,"(32.839681093, -83.627580346)",41,LEG
Indiana,Physical Activity,Built Environment and Street-Scale Design,Bicycles and Traffic Safety,Dead,"(39.766910452, -86.149960194)",68,LEG
Minnesota,Nutrition,Farm Direct Foods,Agriculture,Dead,"(46.355648736, -94.794200503)",8,LEG
Kansas,Obesity,Task Forces/Councils,Obesity Prevention Council,Dead,"(38.3477403, -98.200781227)",44,LEG
New York,Nutrition,Agriculture and Farming,An Act in Relation to Combating Incidences of Adult and Childhood Obesity,Dead,"(42.827001032, -75.543970427)",10,LEG
Illinois,Obesity,Menu Labeling,River Edge Redevelopment Zone Act,Dead,"(40.485010283, -88.997710178)",41,LEG
Massachusetts,Obesity,Appropriations,Bicycle and Motor Vehicle Collisions At Intersections,Dead,"(42.27687047, -72.082690675)",28,LEG
Texas,Physical Activity,Public Transportation,2011 Housing Tax Credit Program,Enacted,"(31.827240407, -99.426770206)",63,REG
Hawaii,Physical Activity,Incentives,Relating to Voluntary Wellness Programs (Senate),Introduced,"(21.304850435, -157.857749403)",55,LEG
Illinois,Nutrition,Access to Healthy Foods,Commission to End Hunger Membership,Enacted,"(40.485010283, -88.997710178)",1,LEG
Colorado,Nutrition,School Nutrition,School Vending Machines and Nutrition,Enacted,"(38.843840757, -106.133610921)",21,LEG
New Jersey,Physical Activity,Physical Activity Requirements,An Act Requiring Physical Activity,Introduced,"(40.130570048, -74.273691288)",60,LEG
California,Nutrition,Agriculture and Farming,California Fresh Start Fresh Start Pilot Program,Enacted,"(37.638640123, -120.999999538)",10,LEG
Ohio,Physical Activity,Initiatives and Programs,An Act Amending Laws Governing Local Governments<br>,Dead,"(40.060210141, -82.404260056)",70,LEG
Michigan,Physical Activity,Bicycling,Bicyclist Rights,Enacted,"(44.661319543001, -84.71439027)",50,LEG
Texas,Physical Activity,Bicycling,Port Isabel Improvement District No 1,Enacted,"(31.827240407, -99.426770206)",50,LEG
Maryland,Nutrition,Appropriations,Health Insurance Wellness Incentives,Enacted,"(39.290580964, -76.609260111)",2,LEG
Illinois,Nutrition,Appropriations,Public School Lunch Programs,Dead,"(40.485010283, -88.997710178)",2,LEG
Maryland,Obesity,Food Restrictions,Producer Sampling License,Enacted,"(39.290580964, -76.609260111)",35,LEG
Virginia,Nutrition,Nutrition Standards,Competitive Foods in Public Schools,Enacted,"(37.542680674, -78.457890463)",6,LEG
Hawaii,Nutrition,Farm Direct Foods,Aspartame,Dead,"(21.304850435, -157.857749403)",8,LEG
Oregon,Nutrition,Food Assistance Programs,Nutrition,Dead,"(44.567449424, -120.155031326)",3,LEG
Minnesota,Obesity,Appropriations,Transportation,Dead,"(46.355648736, -94.794200503)",28,LEG
West Virginia,Obesity,Disparities/Equity,Early Education System,Enacted,"(38.665510202, -80.712640135)",32,REG
Maine,Obesity,Food Restrictions,Farmers Markets and Electronic Fund Transfer,Dead,"(45.254228894001, -68.985031336)",35,LEG
Arizona,Physical Activity,Physical Activity Requirements,Physical Education Pilot Program,Enacted,"(34.86597028, -111.763811277)",60,LEG
Hawaii,Nutrition,School Nutrition,Medicaid,Dead,"(21.304850435, -157.857749403)",21,LEG
Nevada,Physical Activity,Disabilities,Child Care Facility Requirements,Introduced,"(39.49324039, -117.071840564)",52,LEG
Massachusetts,Physical Activity,Appropriations,An Act Making Appropriations<br>,Dead,"(42.27687047, -72.082690675)",48,LEG
Vermont,Obesity,Liability and Indemnity,Catamount Health,Dead,"(43.625381239, -72.517640791)",39,LEG
Wisconsin,Physical Activity,Physical Education Requirements,High School Credit for Extracurricular Sports,Dead,"(44.393191174, -89.816370742)",61,LEG
Hawaii,Nutrition,Food Security,An Act Relating to  Sustainability<br>,Dead,"(21.304850435, -157.857749403)",14,LEG
Alabama,Nutrition,Liability and Indemnity,Public Education,Enacted,"(32.840571122, -86.631860762)",18,LEG
Michigan,Nutrition,Appropriations,Locally Grown Farm Products,Dead,"(44.661319543001, -84.71439027)",2,LEG
Massachusetts,Nutrition,Appropriations,Food Policy Council,Enacted,"(42.27687047, -72.082690675)",2,LEG
Washington,Obesity,Appropriations,Transit Agency Financing,Dead,"(47.522278629, -120.47001079)",28,LEG
Mississippi,Obesity,Appropriations,Sweetened Beverages and Syrups Tax,Dead,"(32.745510099, -89.538030825)",28,LEG
Hawaii,Nutrition,Incentives,Food and Medical Services,Dead,"(21.304850435, -157.857749403)",17,LEG
California,Obesity,Incentives,Taxation: Sweetened Beverage Tax: Childrens Health Fund,Dead,"(37.638640123, -120.999999538)",38,LEG
District of Columbia,Nutrition,Medical Care,Bellevue Small Area Action Plan,Enacted,"(38.890371385, -77.031961127)",16,LEG
Hawaii,Nutrition,Incentives,Taxation,Dead,"(21.304850435, -157.857749403)",17,LEG
Nevada,Nutrition,Access to Healthy Foods,Foster Children Rights,Enacted,"(39.49324039, -117.071840564)",1,LEG
Maryland,Nutrition,Fruits and Vegetables,Public Health,Dead,"(39.290580964, -76.609260111)",15,LEG
Florida,Nutrition,Nutrition Standards,Healthy and Fit Florida Act,Dead,"(28.932040377, -81.928960539)",6,LEG
Mississippi,Nutrition,Food Assistance Programs,Home-and Community-Based Elderly and Disabled Waiver,Enacted,"(32.745510099, -89.538030825)",3,REG
Pennsylvania,Obesity,Appropriations,Keystone Opportunity Zone,Dead,"(40.793730152, -77.860700294)",28,LEG
Arizona,Obesity,Appropriations,School Nutritional Standards,Enacted,"(34.86597028, -111.763811277)",28,LEG
New York,Nutrition,Fruits and Vegetables,Fruit Or Vegetable Storage Facilities,Dead,"(42.827001032, -75.543970427)",15,LEG
Rhode Island,Obesity,Appropriations,Seafood Marketing,Enacted,"(41.708280193, -71.522470314)",28,LEG
Iowa,Obesity,Appropriations,Appropriation for Agriculture and Natural Resources,Dead,"(42.469400913, -93.816490556)",28,LEG
Pennsylvania,Nutrition,Access to Healthy Foods,House Resolution,Enacted,"(40.793730152, -77.860700294)",1,LEG
New Jersey,Obesity,Menu Labeling,New Jersey Economic Stimulus Act,Enacted,"(40.130570048, -74.273691288)",41,LEG
Georgia,Nutrition,Farm Direct Foods,An Act Relating to Farm-to-School Programs.<br>,Dead,"(32.839681093, -83.627580346)",8,LEG
Oklahoma,Nutrition,Disparities/Equity,Public Health And Safety,Dead,"(35.472031356, -97.521070214)",7,LEG
Louisiana,Obesity,Appropriations,Health,Dead,"(31.312660644, -92.445680071)",28,LEG
Maine,Nutrition,Agriculture and Farming,Local Food Production,Dead,"(45.254228894001, -68.985031336)",10,LEG
Hawaii,Nutrition,Incentives,Wellness,Dead,"(21.304850435, -157.857749403)",17,LEG
Georgia,Obesity,Appropriations,Motor Vehicles,Enacted,"(32.839681093, -83.627580346)",28,LEG
California,Physical Activity,"Parks, Recreation and Trails",Urban Park Act of 2003<br>,Enacted,"(37.638640123, -120.999999538)",59,LEG
Oklahoma,Nutrition,Nutrition Standards,"My Life, My Choice Waiver",Enacted,"(35.472031356, -97.521070214)",6,REG
Tennessee,Nutrition,Agriculture and Farming,Food and Food Products,Dead,"(35.68094058, -85.774490914)",10,LEG
Idaho,Nutrition,Food Assistance Programs,Idaho Sales and Use Tax Administrative Rules,Enacted,"(43.682630005, -114.363730042)",3,REG
Maryland,Physical Activity,Signage for Recreation and Transportation,State Highway Administration,Dead,"(39.290580964, -76.609260111)",66,LEG
North Carolina,Nutrition,Task Forces/Councils,Childhood Obesity Legislative Task Force,Dead,"(35.466220975, -79.159250463)",23,LEG
South Carolina,Nutrition,Appropriations,Richland County,Enacted,"(33.998821303, -81.045371207)",2,LEG
Missouri,Physical Activity,Appropriations,Department of Revenue Appropriation,Enacted,"(38.635790776, -92.566300053)",48,LEG
New York,Nutrition,Vending,Sugar-Sweetened Beverages Safety Warning Act,Introduced,"(42.827001032, -75.543970427)",25,LEG
Mississippi,Nutrition,Access to Healthy Foods,An Act Amending Food Assistance Program Requirements<br>,Dead,"(32.745510099, -89.538030825)",1,LEG
Minnesota,Physical Activity,"Parks, Recreation and Trails",Capital Improvements,Dead,"(46.355648736, -94.794200503)",59,LEG
Tennessee,Nutrition,Incentives,Sales Taxes,Dead,"(35.68094058, -85.774490914)",17,LEG
California,Obesity,Task Forces/Councils,Task Force on Youth and Workplace Wellness,Enacted,"(37.638640123, -120.999999538)",44,LEG
Texas,Physical Activity,Physical Activity Requirements,Sweetened Beverages Tax,Dead,"(31.827240407, -99.426770206)",60,LEG
Texas,Nutrition,Healthier Food Retail and Food Deserts,An Act Relating to the Establishment of a Community Development Grocery Store Revolving Loan Fund Program,Introduced,"(31.827240407, -99.426770206)",12,LEG
New York,Nutrition,Agriculture and Farming,An Act to Combat the Incidence of Adult and Childhood Obesity<br>,Dead,"(42.827001032, -75.543970427)",10,LEG
Florida,Physical Activity,Public Safety,An Act Relating to Neighborhood Improvement Districts,Introduced,"(28.932040377, -81.928960539)",62,LEG
Oklahoma,Nutrition,Appropriations,Healthy Foods,Dead,"(35.472031356, -97.521070214)",2,LEG
Oregon,Nutrition,Medical Care,Use of State Highway Fund Moneys,Dead,"(44.567449424, -120.155031326)",16,LEG
Ohio,Nutrition,School Nutrition,Nutritional Standards,Enacted,"(40.060210141, -82.404260056)",21,LEG
Texas,Nutrition,Appropriations,Foods And Beverages For Schools Use,Enacted,"(31.827240407, -99.426770206)",2,LEG
New York,Obesity,Body Mass Index (BMI),Safe Access to Public Roads,Dead,"(42.827001032, -75.543970427)",29,LEG
Kentucky,Obesity,Appropriations,Tax Increment Financing,Enacted,"(37.645970271, -84.774971048)",28,LEG
Hawaii,Nutrition,Appropriations,Home Organic Produce Cooperatives,Dead,"(21.304850435, -157.857749403)",2,LEG
Vermont,Nutrition,Appropriations,School Lunch Program,Enacted,"(43.625381239, -72.517640791)",2,LEG
Texas,Physical Activity,"Parks, Recreation and Trails",Jefferson County Management District,Enacted,"(31.827240407, -99.426770206)",59,LEG
Wyoming,Nutrition,Access to Healthy Foods,Healthy Food Initiative Act,Dead,"(43.235541343, -108.109830353)",1,LEG
Texas,Physical Activity,Physical Activity Requirements,Sweetened Beverages Tax,Dead,"(31.827240407, -99.426770206)",60,LEG
Massachusetts,Obesity,Body Mass Index (BMI),Land Use,Dead,"(42.27687047, -72.082690675)",29,LEG
Texas,Physical Activity,Physical Education Requirements,Public School Accountability,Dead,"(31.827240407, -99.426770206)",61,LEG
Ohio,Nutrition,Sodium,Food and Beverages Nutritional Standards,Dead,"(40.060210141, -82.404260056)",22,LEG
Hawaii,Nutrition,Appropriations,Breastfeeding Encouragement Among Mothers,Enacted,"(21.304850435, -157.857749403)",2,LEG
Florida,Physical Activity,"Parks, Recreation and Trails",Healthy and Fit Florida Act,Dead,"(28.932040377, -81.928960539)",59,LEG
New York,Nutrition,Agriculture and Farming,School Breakfast Incentive Program,Dead,"(42.827001032, -75.543970427)",10,LEG
Washington,Obesity,Health Insurance Coverage,Annual School Reporting,Dead,"(47.522278629, -120.47001079)",37,LEG
Arizona,Nutrition,Incentives,Transaction Privilege Tax and Soft Drinks,Dead,"(34.86597028, -111.763811277)",17,LEG
Alabama,Nutrition,Appropriations,Farmers Market,Dead,"(32.840571122, -86.631860762)",2,LEG
Florida,Physical Activity,School Siting,Growth Management,Dead,"(28.932040377, -81.928960539)",65,LEG
Rhode Island,Physical Activity,Physical Education Requirements,School Health Programs,Enacted,"(41.708280193, -71.522470314)",61,REG
New Jersey,Physical Activity,Incentives,An Act Eliminating Fitness Membership Sales Tax Fees.<br>,Dead,"(40.130570048, -74.273691288)",55,LEG
Arizona,Nutrition,Appropriations,Charter Schools and Tax Exemption,Enacted,"(34.86597028, -111.763811277)",2,LEG
Vermont,Nutrition,Appropriations,Amendment to the Charter of the City of Burlington,Enacted,"(43.625381239, -72.517640791)",2,LEG
Hawaii,Nutrition,Point of Purchase Promotion,Consumer Information,Dead,"(21.304850435, -157.857749403)",20,LEG
West Virginia,Obesity,Disparities/Equity,Charitable Organizations and Property Taxation,Dead,"(38.665510202, -80.712640135)",32,LEG
Oregon,Physical Activity,Public Safety,Driver Duties to Pedestrians,Enacted,"(44.567449424, -120.155031326)",62,LEG
Mississippi,Physical Activity,Task Forces/Councils,Council on Combating Obesity,Dead,"(32.745510099, -89.538030825)",67,LEG
West Virginia,Obesity,Health Insurance Coverage,Health Insurance Providers and Wellness Programs,Dead,"(38.665510202, -80.712640135)",37,LEG
New York,Obesity,Body Mass Index (BMI),Trans fat reduction; Menu Labeling; breastfeeding rights; BMI in schools; PE/PA requirements; Bicycle parking,Introduced,"(42.827001032, -75.543970427)",29,LEG
New York,Nutrition,Food Security,An Act to Amend the New York State Urban Development Corporation Act,Enacted,"(42.827001032, -75.543970427)",14,LEG
Ohio,Physical Activity,Physical Education Requirements,Nutritional Standards,Dead,"(40.060210141, -82.404260056)",61,LEG
New Hampshire,Nutrition,Healthier Food Retail and Food Deserts,Soft Drinks Tax,Dead,"(43.655950113, -71.50036092)",12,LEG
Connecticut,Nutrition,Healthier Food Retail and Food Deserts,Tax on Soft Drinks,Dead,"(41.56266102, -72.649840952)",12,LEG
Texas,Obesity,Appropriations,Programs to Improve Health of Public School Students,Dead,"(31.827240407, -99.426770206)",28,LEG
Florida,Physical Activity,Physical Education Requirements,Education,Enacted,"(28.932040377, -81.928960539)",61,LEG
Massachusetts,Nutrition,Appropriations,School Nutrition,Dead,"(42.27687047, -72.082690675)",2,LEG
Illinois,Physical Activity,Safe Routes to Schools,School zone Speed Limits,Dead,"(40.485010283, -88.997710178)",64,LEG
