County,Category,Taxonomic Group,Taxonomic Subgroup,Scientific Name,Common Name,State Conservation Rank,Global Conservation Rank
Rockland,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher,S5B,G5
Albany,Animal,Birds,Wood-Warblers,Cardellina canadensis,Canada Warbler,S5B,G5
Bronx,Animal,Birds,"Ducks, Geese, Waterfowl",Aix sponsa,Wood Duck,S5,G5
Columbia,Plant,Flowering Plants,Sedges,Carex molesta,Troublesome Sedge,S2S3,G4
Warren,Animal,Amphibians,Salamanders,Eurycea bislineata,Northern Two-lined Salamander,S5,G5
St. Lawrence,Animal,Birds,Owls,Asio otus,Long-eared Owl,"S2S3B,SNRN",G5
Rensselaer,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog,S5,G5
Niagara,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Liatris cylindracea,Slender Blazing Star,S1,G5
Orange,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee,S5B,G5
Richmond,Plant,Flowering Plants,Other Flowering Plants,Vitis vulpina,Winter Grape,S1,G5
Washington,Animal,Reptiles,Snakes,Pantherophis spiloides,Eastern Ratsnake,S4,G5
Lewis,Plant,Flowering Plants,Sedges,Carex tenuiflora,Sparse-flowered Sedge,S1,G5
Orange,Animal,Birds,"Rails, Coots and Cranes",Gallinula galeata,Common Moorhen,S3S4,G5
Tompkins,Animal,Fish,"Minnows, Shiners, Suckers",Notropis heterodon,Blackchin Shiner,S1,G5
Genesee,Animal,Birds,Sparrows and Towhees,Zonotrichia albicollis,White-throated Sparrow,S5B,G5
Tioga,Plant,Flowering Plants,Other Flowering Plants,Lathyrus ochroleucus,Pale Vetchling,S3,G5
Oneida,Plant,Flowering Plants,Other Flowering Plants,Polygonum erectum,Erect Knotweed,S2S3,G5
Cortland,Animal,Birds,Wood-Warblers,Setophaga coronata,Yellow-rumped Warbler,S5B,G5
Greene,Animal,Birds,"Ducks, Geese, Waterfowl",Lophodytes cucullatus,Hooded Merganser,S4,G5
Monroe,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird,S5B,G5
Essex,Animal,Reptiles,Turtles,Apalone spinifera,Spiny Softshell,S2S3,G5
Herkimer,Animal,Birds,Wood-Warblers,Setophaga palmarum,Palm Warbler,S2S3B,G5
Kings,Animal,Birds,Cardinals and Buntings,Passerina cyanea,Indigo Bunting,S5B,G5
Oneida,Plant,Flowering Plants,Other Flowering Plants,Agastache nepetoides,Yellow Giant-hyssop,S2S3,G5
Chenango,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog,S5,G5
Essex,Plant,Ferns and Fern Allies,Clubmosses,Spinulum canadense,Northern Bristly Club Moss,S2,G5T4T5
Richmond,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow,S5B,G5
Clinton,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Sedge meadow,Sedge Meadow,S4,G5
Livingston,Plant,Flowering Plants,Other Flowering Plants,Astragalus neglectus,Cooper's Milkvetch,S1,G4
Niagara,Animal,Birds,Owls,Asio flammeus,Short-eared Owl,S2,G5
Broome,Animal,Birds,Wood-Warblers,Setophaga cerulea,Cerulean Warbler,S3?B,G4
Cortland,Animal,Birds,Finches and Crossbills,Haemorhous mexicanus,House Finch,SNA,G5
Rockland,Plant,Flowering Plants,Other Flowering Plants,Najas muenscheri,Hudson River Water Nymph,S2,G5T1
Delaware,Plant,Flowering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng,S3S4,G3G4
Chautauqua,Animal,Birds,"Ducks, Geese, Waterfowl",Lophodytes cucullatus,Hooded Merganser,S4,G5
Putnam,Natural Community,Uplands,Forested Uplands,Oak-tulip tree forest,Oak-Tulip Tree Forest,S2S3,G4
Clinton,Animal,Birds,"Herons, Bitterns, Egrets, Pelicans",Nycticorax nycticorax,Black-crowned Night-Heron,S3,G5
Albany,Animal,Dragonflies and Damselflies,Dragonflies,Stylurus plagiatus,Russet-tipped Clubtail,S1,G5
Madison,Natural Community,Freshwater Nontidal Wetlands,Forested Peatlands,Northern white cedar swamp,Northern White Cedar Swamp,S2S3,G4
Yates,Animal,Birds,"Rails, Coots and Cranes",Porzana carolina,Sora,S4,G5
Herkimer,Animal,Birds,Swallows,Riparia riparia,Bank Swallow,S5B,G5
Jefferson,Animal,Birds,"Ducks, Geese, Waterfowl",Anas crecca,Green-winged Teal,S3,G5
Yates,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Floodplain forest,Floodplain Forest,S2S3,G3G4
Ulster,Animal,Butterflies and Moths,Butterflies and Skippers,Asterocampa clyton,Tawny Emperor,S2S4,G5
Madison,Plant,Flowering Plants,Other Flowering Plants,Trollius laxus,Spreading Globeflower,S3,G5T3
Niagara,Plant,Flowering Plants,Other Flowering Plants,Viola bicolor,Field Pansy,S1,G5
Suffolk,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat,S1,G2G3
Chenango,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove,S5,G5
Westchester,Animal,Fish,Needlefishes,Strongylura marina,Atlantic Needlefish,S2S3,G5
Hamilton,Animal,Fish,Salmon and Trout,Prosopium cylindraceum,Round Whitefish,S1S2,G5
Ulster,Natural Community,Uplands,Forested Uplands,Appalachian oak-hickory forest,Appalachian Oak-Hickory Forest,S4,G4G5
Schuyler,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Charadrius vociferus,Killdeer,S5,G5
Cortland,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin,S5B,G5
Genesee,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake,S5,G5
St. Lawrence,Animal,Birds,Wood-Warblers,Vermivora chrysoptera,Golden-winged Warbler,S3B,G4
Warren,Animal,Birds,Woodpeckers,Colaptes auratus,Northern Flicker,S5,G5
Schuyler,Plant,Flowering Plants,Other Flowering Plants,Lupinus perennis ssp. perennis,Wild Lupine,S3,G5T4?
Ulster,Plant,Flowering Plants,Sedges,Carex nigromarginata,Black-edge Sedge,S2,G5
Saratoga,Animal,Birds,Wood-Warblers,Seiurus aurocapilla,Ovenbird,S5B,G5
Orange,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander,S5,G5
Tioga,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper,S5,G5
Rensselaer,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Petasites frigidus var. palmatus,Sweet Coltsfoot,S1,G5T5
Kings,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco sparverius,American Kestrel,S5B,G5
Schenectady,Animal,Birds,Wrens,Troglodytes aedon,House Wren,S5,G5
Oneida,Animal,Birds,Sparrows and Towhees,Zonotrichia albicollis,White-throated Sparrow,S5B,G5
Schenectady,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler,S5B,G5
Broome,Animal,Amphibians,Frogs and Toads,Lithobates pipiens,Northern Leopard Frog,S5,G5
Columbia,Plant,Flowering Plants,Sedges,Carex buxbaumii,Brown Bog Sedge,S2,G5
Otsego,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow,SNA,G5
Sullivan,Animal,Amphibians,Salamanders,Hemidactylium scutatum,Four-toed Salamander,S5,G5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Melanthium virginicum,Virginia Bunchflower,SH,G5
Erie,Plant,Flowering Plants,Other Flowering Plants,Chaerophyllum procumbens var. procumbens,Spreading Chervil,S1,G5T5
Erie,Plant,Flowering Plants,Other Flowering Plants,Cornus drummondii,Rough-leaf Dogwood,S1,G5
Oneida,Animal,Birds,Swallows,Hirundo rustica,Barn Swallow,S5B,G5
Nassau,Animal,Birds,Cormorants,Phalacrocorax auritus,Double-crested Cormorant,S3,G5
Cortland,Animal,Birds,Blackbirds and Orioles,Icterus spurius,Orchard Oriole,S4B,G5
Sullivan,Animal,Birds,Wood-Warblers,Setophaga virens,Black-throated Green Warbler,S5B,G5
Delaware,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo jamaicensis,Red-tailed Hawk,S5,G5
Fulton,Animal,Birds,Nuthatches,Sitta carolinensis,White-breasted Nuthatch,S5,G5
St. Lawrence,Plant,Flowering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng,S3S4,G3G4
Dutchess,Animal,Birds,Swallows,Riparia riparia,Bank Swallow,S5B,G5
Suffolk,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle,S5,G5
Queens,Animal,Birds,Blackbirds and Orioles,Quiscalus quiscula,Common Grackle,S5B,G5
Niagara,Plant,Flowering Plants,Other Flowering Plants,Potentilla supina ssp. paradoxa,Bushy Cinquefoil,S1,G5
Bronx,Plant,Flowering Plants,Other Flowering Plants,Ipomoea pandurata,Wild Potato-vine,S1,G5
Putnam,Animal,Birds,"Ducks, Geese, Waterfowl",Anas rubripes,American Black Duck,"S3B,SNRN",G5
Montgomery,Animal,Birds,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink,S5B,G5
Westchester,Animal,Animal Assemblages,Animal Assemblages,Raptor Winter Concentration Area,Raptor Winter Concentration Area,SNR,GNR
Suffolk,Plant,Flowering Plants,Orchids,Platanthera ciliaris,Orange Fringed Orchid,S1,G5
Onondaga,Plant,Flowering Plants,Orchids,Calypso bulbosa var. americana,Calypso,SH,G5T5?
Chautauqua,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin,S5B,G5
Tompkins,Animal,Birds,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink,S5B,G5
Onondaga,Animal,Birds,Swallows,Stelgidopteryx serripennis,Northern Rough-winged Swallow,S5B,G5
Schenectady,Plant,Flowering Plants,Other Flowering Plants,Veronica peregrina ssp. xalapensis,Neckweed,S3,G5T5
Franklin,Animal,Birds,Wrens,Troglodytes aedon,House Wren,S5,G5
Erie,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog,S5,G5
Columbia,Plant,Flowering Plants,Other Flowering Plants,Heteranthera reniformis,Kidney-leaved Mud Plantain,S3,G5
Washington,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Bidens laevis,Smooth Beggar-ticks,S2,G5
Madison,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Rich graminoid fen,Rich Graminoid Fen,S1S2,G3
Allegany,Animal,Birds,Wrens,Cistothorus palustris,Marsh Wren,S5,G5
Clinton,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee,S5B,G5
Bronx,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay,S5,G5
Wayne,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander,S5,G5
Orange,Plant,Flowering Plants,Sedges,Carex bushii,Bush's Sedge,S3,G4
Jefferson,Plant,Flowering Plants,Other Flowering Plants,Myriophyllum alterniflorum,Alternate-flowered Water Milfoil,S2,G5
Allegany,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Floodplain forest,Floodplain Forest,S2S3,G3G4
Monroe,Plant,Flowering Plants,Other Flowering Plants,Cuscuta pentagona,Five-angled Dodder,S3,G4G5
Dutchess,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo platypterus,Broad-winged Hawk,S5B,G5
Fulton,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander,S5,G5
Onondaga,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler,S5B,G5
Madison,Animal,Birds,Finches and Crossbills,Spinus tristis,American Goldfinch,S5,G5
St. Lawrence,Animal,Birds,Woodpeckers,Picoides pubescens,Downy Woodpecker,S5,G5
Orange,Plant,Flowering Plants,Sedges,Cyperus lupulinus ssp. lupulinus,Great Plains Flatsedge,S1S2,G5T5?
Rockland,Animal,Birds,"Ducks, Geese, Waterfowl",Anas strepera,Gadwall,S3,G5
Columbia,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher,S5B,G5
Genesee,Plant,Flowering Plants,Other Flowering Plants,Astragalus neglectus,Cooper's Milkvetch,S1,G4
Schuyler,Animal,Birds,Wood-Warblers,Setophaga citrina,Hooded Warbler,S5B,G5
Rensselaer,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher,S5B,G5
Ontario,Animal,Birds,Sparrows and Towhees,Pooecetes gramineus,Vesper Sparrow,S3B,G5
Ulster,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Falco sparverius,American Kestrel,S5B,G5
Madison,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird,S5B,G5
Nassau,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Liatris scariosa var. novae-angliae,Northern Blazing Star,S2,G5?T3
Washington,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge,S2,G4
Kings,Animal,Birds,Flycatchers,Sayornis phoebe,Eastern Phoebe,S5B,G5
Columbia,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Buteo lineatus,Red-shouldered Hawk,S4B,G5
Rensselaer,Animal,Birds,"Grouse, Pheasants, Turkeys",Phasianus colchicus,Ring-necked Pheasant,SNA,G5
Albany,Animal,Mammals,Bats,Myotis sodalis,Indiana Bat,S1,G2
Saratoga,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch,S5,G5
Dutchess,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat,S1,G1G2
Fulton,Animal,Birds,"Grouse, Pheasants, Turkeys",Meleagris gallopavo,Wild Turkey,S5,G5
Jefferson,Animal,Birds,"Ducks, Geese, Waterfowl",Oxyura jamaicensis,Ruddy Duck,S1,G5
Broome,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher,S5B,G5
Washington,Plant,Flowering Plants,Other Flowering Plants,Viola nephrophylla,Northern Bog Violet,S1,G5
Herkimer,Plant,Flowering Plants,Sedges,Carex sychnocephala,Many-headed Sedge,SH,G4
Ontario,Animal,Birds,"Ducks, Geese, Waterfowl",Oxyura jamaicensis,Ruddy Duck,S1,G5
Onondaga,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee,S5,G5
Rockland,Animal,Amphibians,Salamanders,Notophthalmus viridescens,Eastern Newt,S5,G5
Delaware,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Floodplain forest,Floodplain Forest,S2S3,G3G4
Nassau,Animal,Birds,"Ducks, Geese, Waterfowl",Anas rubripes,American Black Duck,"S3B,SNRN",G5
Washington,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher,S3S4B,G5
Oneida,Plant,Flowering Plants,Other Flowering Plants,Viola nephrophylla,Northern Bog Violet,S1,G5
Oneida,Animal,Fish,Darters and Sunfishes,Etheostoma exile,Iowa Darter,S2,G5
St. Lawrence,Plant,Ferns and Fern Allies,Clubmosses,Spinulum canadense,Northern Bristly Club Moss,S2,G5T4T5
Yates,Animal,Reptiles,Turtles,Apalone spinifera,Spiny Softshell,S2S3,G5
Bronx,Plant,Flowering Plants,Other Flowering Plants,Agastache nepetoides,Yellow Giant-hyssop,S2S3,G5
Wyoming,Animal,Birds,Nuthatches,Sitta carolinensis,White-breasted Nuthatch,S5,G5
Otsego,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat,S1,G2G3
Ontario,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird,S5B,G5
Queens,Plant,Flowering Plants,Other Flowering Plants,Oenothera oakesiana,Oakes' Evening Primrose,S2,G4G5Q
Orleans,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler,S5B,G5
Chautauqua,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Sterna hirundo,Common Tern,S3B,G5
Cayuga,Animal,Birds,Loons,Gavia immer,Common Loon,S4,G5
Albany,Plant,Flowering Plants,Other Flowering Plants,Physalis virginiana var. virginiana,Virginia Ground Cherry,SH,G5T5
Dutchess,Plant,Ferns and Fern Allies,Quillworts,Isoetes septentrionalis,Northern Quillwort,S1,GNR
Steuben,Plant,Flowering Plants,Other Flowering Plants,Sisyrinchium mucronatum,Sharp-tipped Blue-eyed Grass,S1,G5
Onondaga,Animal,Birds,Finches and Crossbills,Spinus pinus,Pine Siskin,S5,G5
Putnam,Plant,Flowering Plants,Other Flowering Plants,Gaylussacia bigeloviana,Northern Dwarf Huckleberry,S1S2,G5T4T5
Richmond,Plant,Flowering Plants,Other Flowering Plants,Oldenlandia uniflora,Clustered Bluets,S1,G5
Delaware,Animal,Birds,Wood-Warblers,Parkesia motacilla,Louisiana Waterthrush,S5B,G5
Oneida,Plant,Flowering Plants,Sedges,Carex crawei,Crawe's Sedge,S2,G5
Ontario,Animal,Amphibians,Frogs and Toads,Lithobates pipiens,Northern Leopard Frog,S5,G5
Montgomery,Natural Community,Uplands,Barrens and Woodlands,Calcareous talus slope woodland,Calcareous Talus Slope Woodland,S3,G3G4
Dutchess,Plant,Flowering Plants,Other Flowering Plants,Mimulus alatus,Winged Monkey Flower,S3,G5
Dutchess,Natural Community,Uplands,Barrens and Woodlands,Red cedar rocky summit,Red Cedar Rocky Summit,S3,G3G4
Delaware,Animal,Mussels and Clams,Freshwater Mussels,Anodonta implicata,Alewife Floater,S1S2,G5
Nassau,Animal,Birds,"Ducks, Geese, Waterfowl",Anas strepera,Gadwall,S3,G5
Suffolk,Animal,Birds,Wood-Warblers,Setophaga pensylvanica,Chestnut-sided Warbler,S5B,G5
Allegany,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,"S3B,S1N",G5
Livingston,Animal,Birds,Nightbirds,Chordeiles minor,Common Nighthawk,S2S3B,G5
Rockland,Animal,Reptiles,Snakes,Thamnophis sirtalis,Common Gartersnake,S5,G5
Schenectady,Animal,Dragonflies and Damselflies,Dragonflies,Gomphurus fraternus,Midland Clubtail,S3,G5
Suffolk,Plant,Flowering Plants,Other Flowering Plants,Sesuvium maritimum,Sea Purslane,S1,G5
Chemung,Animal,Fish,"Minnows, Shiners, Suckers",Notropis heterolepis,Blacknose Shiner,S2S3,G5
Ulster,Plant,Flowering Plants,Sedges,Rhynchospora fusca,Sooty Beak Sedge,S3S4,G4G5
Orange,Animal,Dragonflies and Damselflies,Dragonflies,Neurocordulia obsoleta,Umber Shadowdragon,S1,G5
Saratoga,Animal,Birds,Sparrows and Towhees,Passerculus sandwichensis,Savannah Sparrow,S5B,G5
Clinton,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Circus cyaneus,Northern Harrier,"S3B,S3N",G5
Ulster,Animal,Amphibians,Salamanders,Desmognathus ochrophaeus,Allegheny Mountain Dusky Salamander,S5,G5
Yates,Plant,Flowering Plants,"Asters, Goldenrods and Daisies",Petasites frigidus var. palmatus,Sweet Coltsfoot,S1,G5T5
Jefferson,Animal,Birds,Vireos,Vireo gilvus,Warbling Vireo,S5B,G5
St. Lawrence,Animal,Birds,Cuckoos,Coccyzus erythropthalmus,Black-billed Cuckoo,S5B,G5
Schuyler,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter striatus,Sharp-shinned Hawk,S4,G5
Erie,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Accipiter cooperii,Cooper's Hawk,S4,G5
Schoharie,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher,S5B,G5
Sullivan,Animal,Birds,Swallows,Stelgidopteryx serripennis,Northern Rough-winged Swallow,S5B,G5
Dutchess,Plant,Flowering Plants,Sedges,Eleocharis equisetoides,Knotted Spike Rush,S2,G4
Clinton,Animal,Birds,Crows and Jays,Corvus corax,Common Raven,S4,G5
Chautauqua,Animal,Birds,Woodpeckers,Melanerpes carolinus,Red-bellied Woodpecker,S5,G5
Lewis,Plant,Flowering Plants,Sedges,Trichophorum clintonii,Clinton's Club Sedge,S1,G4
Westchester,Plant,Flowering Plants,Other Flowering Plants,Corydalis flavula,Yellow Harlequin,S3,G5
Jefferson,Animal,Butterflies and Moths,Butterflies and Skippers,Euchloe olympia,Olympia Marble,S1,G5
Saratoga,Animal,Birds,Loons,Gavia immer,Common Loon,S4,G5
Cayuga,Animal,Birds,Wood-Warblers,Cardellina canadensis,Canada Warbler,S5B,G5
Suffolk,Animal,Butterflies and Moths,Moths,Apamea lintneri,Sand Wainscot Moth,SU,G4
Genesee,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Larus delawarensis,Ring-billed Gull,S4,G5
Niagara,Animal,Birds,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink,S5B,G5
Lewis,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake,S5,G5
Livingston,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Pandion haliaetus,Osprey,S4B,G5
Rockland,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root,S2,G4
Wyoming,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher,S5,G5
Wayne,Plant,Flowering Plants,Sedges,Cyperus schweinitzii,Schweinitz's Flat Sedge,S3,G5
Putnam,Animal,Birds,Sparrows and Towhees,Junco hyemalis,Dark-eyed Junco,S5B,G5
Washington,Animal,Birds,Sparrows and Towhees,Zonotrichia albicollis,White-throated Sparrow,S5B,G5
Rensselaer,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow,SNA,G5
Dutchess,Animal,Birds,Wood-Warblers,Vermivora chrysoptera,Golden-winged Warbler,S3B,G4
Albany,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,"S3B,S1N",G5
Lake Ontario Open Waters,Animal,Fish,Darters and Sunfishes,Etheostoma exile,Iowa Darter,S2,G5
Schuyler,Animal,Birds,"Grouse, Pheasants, Turkeys",Bonasa umbellus,Ruffed Grouse,S5,G5
Genesee,Plant,Flowering Plants,Orchids,Calypso bulbosa var. americana,Calypso,SH,G5T5?
Chemung,Animal,Birds,"Ducks, Geese, Waterfowl",Anas discors,Blue-winged Teal,"S2S3B,SNRN",G5
Erie,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander,S5,G5
Westchester,Plant,Flowering Plants,Sedges,Carex davisii,Davis' Sedge,S2,G4
New York,Plant,Flowering Plants,Other Flowering Plants,Oxybasis rubra var. rubra,Red Pigweed,S2,G5
Seneca,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler,S5B,G5
Wyoming,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow,S5,G5
Monroe,Animal,Reptiles,Turtles,Apalone spinifera,Spiny Softshell,S2S3,G5
Greene,Plant,Flowering Plants,Other Flowering Plants,Cuscuta obtusiflora var. glandulosa,Southern Dodder,S1S2,G5T4T5
Genesee,Animal,Reptiles,Snakes,Lampropeltis triangulum,Milksnake,S5,G5
Tioga,Animal,Birds,Cardinals and Buntings,Piranga olivacea,Scarlet Tanager,S5B,G5
Orange,Animal,Butterflies and Moths,Butterflies and Skippers,Calephelis borealis,Northern Metalmark,S1,G3G4
Franklin,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl,S5,G5
Erie,Animal,Birds,Wood-Warblers,Setophaga virens,Black-throated Green Warbler,S5B,G5
Delaware,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe,"S3B,S1N",G5
St. Lawrence,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Aquila chrysaetos,Golden Eagle,"SHB,S1N",G5
Franklin,Animal,Birds,Wood-Warblers,Setophaga americana,Northern Parula,S3S4B,G5
Yates,Animal,Birds,"Gulls, Terns, Plovers, Shorebirds",Gallinago delicata,Wilson's Snipe,S5B,G5
Herkimer,Plant,Flowering Plants,Sedges,Carex haydenii,Cloud Sedge,S1S2,G5
Chenango,Plant,Flowering Plants,Other Flowering Plants,Buchnera americana,Blue-hearts,SH,G5?
Suffolk,Animal,Birds,Chickadees and Titmice,Baeolophus bicolor,Tufted Titmouse,S5,G5
Warren,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Marl fen,Marl Fen,S1,G1
Sullivan,Animal,Amphibians,Salamanders,Gyrinophilus porphyriticus,Spring Salamander,S5,G5
Albany,Plant,Flowering Plants,Other Flowering Plants,Asclepias verticillata,Whorled Milkweed,S3,G5
Westchester,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee,S5,G5
Warren,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl,S5,G5
Orleans,Animal,Birds,Cardinals and Buntings,Pheucticus ludovicianus,Rose-breasted Grosbeak,S5B,G5
Tioga,Animal,Birds,Blackbirds and Orioles,Icterus galbula,Baltimore Oriole,S5B,G5
Washington,Animal,Birds,Flycatchers,Contopus cooperi,Olive-sided Flycatcher,S3B,G4
Niagara,Animal,Birds,Wrens,Troglodytes hiemalis,Winter Wren,S5,G5
Jefferson,Natural Community,Freshwater Nontidal Wetlands,Open Mineral Soil Wetlands,Sinkhole wetland,Sinkhole Wetland,S1,G3?
Rockland,Animal,Birds,"Hawks, Falcons, Eagles, Vultures",Coragyps atratus,Black Vulture,S3B,G5
