Account Holder1,Liable From,Rateable Value,Mandatory relief (%) ,Discretionary relief (%),Small Business Rate Relief (%),Retail Relief (£),Local Discount (£),Empty Property?,Exempt Empty?,Empty From,Address 1,Addr2,Addr3,Addr4,Postcode,VOA Description code,Description,B A Reference
LEEDS CITY COUNCIL,01/04/2000,6900.0,0.0,0.0,0.0,£0.00,,N,N,,CAR PARK OFF,COURTHOUSE STREET,OTLEY,,LS21 3AN,CP,CAR PARK AND PREMISES,2232504318335.0
ULTIMATE CREDIT PROTECTION LTD,19/10/2013,4150.0,0.0,0.0,100.0,£0.00,,N,N,13/10/2012,2ND FLOOR OFFICES,7 COURTHOUSE STREET,OTLEY,,LS21 3AN,CO,OFFICES AND PREMISES,2232504405296.0
COURTHOUSE CREDIT MANAGEMENT LTD,11/10/2003,7300.0,0.0,0.0,78.0,£0.00,,N,N,,1ST FLOOR OFFICES AT,7 COURTHOUSE STREET,OTLEY,,LS21 3AN,CO,OFFICES AND PREMISES,2232504405307.0
THE COURTHOUSE PROJECT (OTLEY) L,21/04/2004,30000.0,80.0,0.0,0.0,£0.00,,N,N,,THE COURTHOUSE PROJECT,COURTHOUSE STREET,OTLEY,,LS21 3AN,CO,OFFICES AND PREMISES,2232504413744.0
LEEDS CITIZEN ADVICE BUREAU,21/04/2004,5800.0,80.0,0.0,0.0,£0.00,,N,N,,CITIZENS ADVICE BUREAU,COURTHOUSE STREET,OTLEY,,LS21 3AN,CO,OFFICES AND PREMISES,2232504413755.0
PULLAN & EXLEY COMMERCIALS LTDT/A THE OLD COCK,14/09/2007,29000.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,OLD COCK,11/13 CROSSGATE,OTLEY,,LS21 1AA,CL,Public House and Premises,2232505315095.0
OTLEY OLD PEOPLES WELFARECOMMITTEE,01/04/2000,6200.0,80.0,0.0,0.0,£0.00,,N,N,,AGED PEOPLES WELFARE CENTRE,CROSSGATE,OTLEY,,LS21 3AA,LC,COMMUNITY CENTRE AND PREMISES,2232505325039.0
"GILLS "" DOORSTEP SOLUTIONS"" LTD",23/04/2015,6600.0,0.0,0.0,90.0,£0.00,,N,N,,15 CROSSGATE,OTLEY,,,LS21 1AA,IF3,WORKSHOP AND PREMISES,2232505325589.0
FIRST WEST YORKSHIRE LTD,01/04/2000,4650.0,0.0,0.0,0.0,£0.00,,N,N,,CROSSGATE BUS STATION,CROSSGATE,OTLEY,,LS21 3AA,NT,BUS STATION AND PREMISES,2232505326767.0
ROYAL MAIL HOLDINGS PLC,01/04/2000,19750.0,0.0,0.0,0.0,£0.00,,N,N,,SORTING OFFICE,CROSSGATE POST OFFICE,CROSSGATE,OTLEY,LS21 1QE,CW,WAREHOUSE AND PREMISES,2232505352594.0
THE FACTORY SHOP LTD,15/03/2010,40500.0,0.0,0.0,0.0,£0.00,,N,N,,NETTO FOODSTORES,CROSSGATE,OTLEY,,LS21 3AA,CS,SHOP AND PREMISES,2232505362888.0
HUTCHISON 3G UK LTD,19/09/2005,8400.0,0.0,0.0,0.0,£0.00,,Y,Y,01/04/2010,TELECOM MAST SITE REF LS 0132,CHARLES STREET,OTLEY,,LS21 1BJ,MT1,COMMUNICATION STATION AND PREMISES,2232505428835.0
LAVERTON SECURITIES LTD,27/10/2014,33250.0,0.0,0.0,0.0,£0.00,,Y,N,27/10/2014,HSBC,25 CROSSGATE,OTLEY,,LS21 1BD,CS1,Bank and Premises,2232505509411.0
DATAPHILES LTD,03/10/2011,26750.0,0.0,0.0,0.0,£0.00,,N,N,,1ST FLOOR,25 CROSSGATE,OTLEY,,LS21 1BD,CO,Offices and Premises,2232505509422.0
ROWANWAY LTD,12/05/2015,3200.0,0.0,0.0,0.0,£0.00,,Y,N,12/05/2015,R/O DENTON MOTORS,CROSS GREEN,OTLEY,,LS21 1HE,IF3,WORKSHOP AND PREMISES,2232506311264.0
COLMAN TYRES,01/04/2000,7800.0,0.0,0.0,70.0,£0.00,,N,N,,FRANK B JOHNSON (OTLEY)LTD,CROSS GREEN,OTLEY,,LS21 1HE,CG1,VEHICLE REPAIR WORKSHOP AND PREMISES,2232506311265.0
OTLEY CRICKET CLUB,01/04/2000,4000.0,80.0,10.0,0.0,£0.00,,N,N,,OTLEY CRICKET CLUB,CROSS GREEN,OTLEY,,LS21 1HD,LS,SPORTS GROUND AND PREMISES,2232506313320.0
OTLEY R U F C,01/04/2000,27000.0,0.0,75.0,0.0,£0.00,,N,N,,OTLEY RUGBY UNION FOOTBALL CLUB,CROSS GREEN,OTLEY,,LS21 1HD,LS,SPORTS GROUND AND PREMISES,2232506313746.0
AUSTICKS BOOKSHOPS LTD,26/06/2001,4500.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,31 CROSS GREEN,OTLEY,,,LS21 1HD,CS,SHOP AND PREMISES,2232506315099.0
WHARFEDALE ELECTRICALSUPPLIES LTD,17/05/2010,4800.0,0.0,0.0,100.0,£0.00,,N,N,,NICHOLSONS TOOL HIRE RITSONS YARD,CROSS GREEN,OTLEY,,LS21 1HE,CS,SHOP AND PREMISES,2232506315100.0
WESTWARD CARE LTD,29/07/2009,5900.0,0.0,0.0,0.0,£0.00,,Y,N,29/07/2009,SUMMERCROSS BIBB & TUCKER,CROSS GREEN,OTLEY,,LS21 1HD,CL,PUBLIC HOUSE AND PREMISES,2232506315833.0
CO-OPERATIVE GROUP LIMITED,01/04/2000,2650.0,0.0,0.0,0.0,£0.00,,N,N,,61 CROSS GREEN,OTLEY,,,LS21 1HE,CX,CHAPEL OF REST,2232506326637.0
LEEDS CITY COUNCIL,01/04/2000,7100.0,0.0,0.0,0.0,£0.00,,N,N,,CEMETERY AT,CROSS GREEN,OTLEY,,LS21 1HD,MC,CEMETERY AND PREMISES,2232506327368.0
CROSS GREEN VETERINARY CENTRE,01/04/2000,12250.0,0.0,0.0,0.0,£0.00,,N,N,,71 CROSS GREEN,OTLEY,,,LS21 1HE,MH,SURGERY AND PREMISES,2232506327646.0
LEEDS CITY COUNCIL,01/04/2012,1800.0,0.0,0.0,0.0,£0.00,,Y,Y,01/04/2012,OTLEY LITTLE THEATRE,OTLEY CIVIC CENTRE,CROSS GREEN,OTLEY,LS21 1HD,CW3,Store and Premises,2232506331995.0
LEEDS CITY COUNCIL,01/04/2012,1000.0,0.0,0.0,0.0,£0.00,,Y,Y,01/04/2012,OTLEY MUSEUM TRUST,OTLEY CIVIC CENTRE,CROSS GREEN,OTLEY,LS21 1HD,EM1,MUSEUM AND PREMISES,2232506331996.0
ROWANWAY LTD,12/05/2015,28250.0,0.0,0.0,0.0,£0.00,,Y,N,12/05/2015,DENTON MOTORS,CROSS GREEN,OTLEY,,LS21 1HE,CG3,CAR SHOWROOM AND PREMISES,2232506350519.0
LEEDS CITY COUNCIL,01/04/2012,45750.0,0.0,0.0,0.0,£0.00,,Y,Y,01/04/2012,OTLEY CIVIC CENTRE,CROSS GREEN,OTLEY,,LS21 1HD,MX,Civic Centre and Premises,2232506358296.0
LEEDS CITY COUNCIL,01/04/2000,7700.0,0.0,0.0,0.0,£0.00,,N,N,,CROSS GREEN YOUTH CLUB,CROSS GREEN,OTLEY,,LS21 1HD,LC,COMMUNITY CENTRE AND PREMISES,2232506366588.0
MODELSPORT LTD,06/11/2002,11250.0,0.0,0.0,13.0,"-£1,500.00",,N,N,,2 CROSS GREEN,OTLEY,,,LS21 1HD,CS,SHOP AND PREMISES,2232506369331.0
ASDA STORES LTD,25/06/2009,165000.0,0.0,0.0,0.0,£0.00,,N,N,,NETTO SUPERMARKET,CROSS GREEN,OTLEY,,LS21 1HD,CS,SHOP AND PREMISES,2232506489072.0
CAIRN WHARF CONSULTANCY LTD,01/06/2015,990.0,0.0,0.0,0.0,£0.00,,N,N,,OFFICE 2 1ST FLOOR,33/35 CROSS GREEN,OTLEY,,LS21 1HD,CO,Offices and Premises,2232506645654.0
FRANK PICKLES (INS BROKERS) LTD,01/04/2005,7200.0,0.0,0.0,80.0,£0.00,,N,N,,GROUND PART 1ST AND 2ND FLOOR,33/35 CROSS GREEN,OTLEY,,LS21 1HD,CO,Offices and Premises,2232506657986.0
OTLEY CYCLE CLUB LTD,01/04/2000,2300.0,80.0,20.0,0.0,£0.00,,N,N,,WELLCROFT HOUSE,CROW LANE,OTLEY,,LS21 1JH,LC1,CLUB HOUSE AND PREMISES,2232507314901.0
THE CANVAS MAN LTD,01/04/2009,6900.0,0.0,0.0,85.0,£0.00,,N,N,,14 CROW LANE,OTLEY,,,LS21 3JP,CW,WAREHOUSE AND PREMISES,2232507491063.0
TATE FUEL OILS LTD,31/08/2008,19750.0,0.0,0.0,0.0,£0.00,,N,N,,WEST MYER & CO LTD,GAY LANE,OTLEY,,LS21 3BB,IF3,WORKSHOP AND PREMISES,2232509308145.0
LENTOID LTD,01/04/2000,15250.0,0.0,0.0,0.0,£0.00,,N,N,,LENTOID LTD,26 GAY LANE,OTLEY,,LS21 1BR,IF3,WORKSHOP AND PREMISES,2232509311073.0
TATE FUEL OILS LTD,24/03/2010,8600.0,0.0,0.0,0.0,£0.00,,Y,N,24/03/2010,YEOMAN,GAY LANE,OTLEY,,LS21 3BB,CW3,STORE AND PREMISES,2232509315602.0
CHEVIN TREK LIMITED,08/04/2002,13500.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,34 GAY LANE,OTLEY,,,LS21 1BR,CS,SHOP AND PREMISES,2232509318557.0
BLOOMFIELD SQUARE LLP,01/08/2015,10750.0,0.0,0.0,21.0,£0.00,,N,N,,28/30 GAY LANE,OTLEY,,,LS21 1BR,CS,SHOP AND PREMISES,2232509318726.0
WHARFEDALE FARMERS AUCTIONMARKET LTD,01/04/2000,28750.0,0.0,0.0,0.0,£0.00,,N,N,,WHARFEDALE FARMERS AUCTION MART LTD,CATTLE MARKET,GAY LANE,OTLEY,LS21 3BB,CM,LIVESTOCK MARKET AND PREMISES,2232509327833.0
GEORGE TATE LIMITED,01/04/2000,29750.0,0.0,0.0,0.0,£0.00,,N,N,,G TATE,GAY LANE,OTLEY,,LS21 3BB,IF,FACTORY AND PREMISES,2232509347535.0
CHEVIN CYCLES LTD,01/04/2000,29250.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,CHEVIN CYCLES,GAY LANE,OTLEY,,LS21 3BB,CS7,SHOWROOM AND PREMISES,2232509359109.0
TOWN HEAD FARM PRODUCTS LTD,29/09/2008,4050.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 1B,PHILLIPS YARD,GAY LANE,OTLEY,LS21 1BR,IF3,Workshop and Premises,2232509441166.0
ST JOHN AMBULANCE OTLEY DIVISION,11/07/2008,9700.0,80.0,0.0,0.0,£0.00,,N,N,,ST JOHN AMBULANCE OTLEY DIVISION,GAY LANE,OTLEY,WEST YORKSHIRE,LS21 3BB,CO,OFFICES AND PREMISES,2232509480381.0
GR AUTOS (OTLEY) LTD,01/11/2012,8000.0,0.0,0.0,67.0,£0.00,,N,N,,UNITS C D E,GRANVILLE MOUNT,OTLEY,,LS21 3DZ,IF3,WORKSHOP AND PREMISES,2232510329280.0
P H PROPERTIES 2008 LTD,30/09/2015,6400.0,0.0,0.0,0.0,£0.00,,Y,N,30/09/2015,UNIT 3A,GRANVILLE MOUNT,OTLEY,,LS21 3DZ,CO,OFFICES AND PREMISES,2232510335817.0
BISKIT LTD,14/03/2005,5400.0,0.0,0.0,100.0,£0.00,,N,N,,UNIT 4 GRANVILLE COURT,GRANVILLE MOUNT,OTLEY,,LS21 3DZ,CO,OFFICES AND PREMISES,2232510339982.0
PATHTRACK LTD,10/01/2011,5200.0,0.0,0.0,100.0,£0.00,,N,N,,1ST FLOOR UNIT 2,GRANVILLE MOUNT,OTLEY,,LS21 3DZ,CO,OFFICES AND PREMISES,2232510362127.0
AF COMMERCIAL LTD,01/01/2014,5700.0,0.0,0.0,100.0,£0.00,,N,N,,GROUND FLOOR,UNIT 2,GRANVILLE MOUNT,OTLEY,LS21 3DZ,CO,Offices and Premises,2232510525295.0
YORKSHIRE FIXING SOLUTIONS LTD,01/02/2011,5800.0,0.0,0.0,100.0,£0.00,,N,N,,GROUND FLOOR,1 GRANVILLE COURT,GRANVILLE MOUNT,OTLEY,LS21 3DZ,COS,"Offices, Store and Premises",2232510652859.0
OTLEY SAILING CLUB,01/04/2000,3600.0,0.0,25.0,100.0,£0.00,,N,N,,WESTON WATER WESTON ESTATE,GUYCROFT,OTLEY,,LS21 3DS,LX,SAILING CLUB AND PREMISES,2232511325485.0
BOOTS UK LIMITED,01/09/2004,7800.0,0.0,0.0,0.0,£0.00,,Y,N,01/09/2004,28 KIRKGATE,OTLEY,,,LS21 3HJ,CO,OFFICES AND PREMISES,2232513307560.0
SANTANDER UK PLC,01/04/2000,19500.0,0.0,0.0,0.0,£0.00,,N,N,,15/17 KIRKGATE,OTLEY,,,LS21 3HN,CS,SHOP AND PREMISES,2232513314384.0
ALTHAMS TRAVEL SERVICES LTD,01/04/2000,12750.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,19 KIRKGATE,OTLEY,,,LS21 3HN,CS,SHOP AND PREMISES,2232513314385.0
TUI UK LTD,01/04/2000,22750.0,0.0,0.0,0.0,£0.00,,N,N,,29/31 KIRKGATE,OTLEY,,,LS21 3HN,CS,SHOP AND PREMISES,2232513314386.0
LLOYDSPHARMACY LIMITEDACC NO OVL4002,01/04/2000,11000.0,0.0,0.0,0.0,£0.00,,N,N,,35 KIRKGATE,OTLEY,,,LS21 3HN,CS,SHOP AND PREMISES,2232513314388.0
BARGAIN BOOZE LTD,16/05/2014,21250.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,41/43 KIRKGATE,OTLEY,,,LS21 3HN,CS,SHOP AND PREMISES,2232513314389.0
CANCER RESEARCH UK,01/04/2000,16750.0,80.0,0.0,0.0,£0.00,,N,N,,4 KIRKGATE,OTLEY,,,LS21 3HJ,CS,SHOP AND PREMISES,2232513314409.0
PEOPLES DISPENSARY FOR SICKANIMALS,01/04/2000,18250.0,80.0,0.0,0.0,"-£1,500.00",,N,N,,6 KIRKGATE,OTLEY,,,LS21 3HJ,CS,SHOP AND PREMISES,2232513314412.0
YMCA,08/11/2011,13750.0,80.0,0.0,0.0,"-£1,355.75",,N,N,,6A KIRKGATE,OTLEY,,,LS21 3HJ,CS,SHOP AND PREMISES,2232513314413.0
CLYDESDALE BANK PLC,01/04/2000,30500.0,0.0,0.0,0.0,£0.00,,N,N,,8 KIRKGATE,OTLEY,WEST YORKSHIRE,,LS21 3HJ,CS1,BANK AND PREMISES,2232513314416.0
ARTHUR TEALE & SON LTD,01/04/2000,11750.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,26 KIRKGATE,OTLEY,,,LS21 3HJ,CS,SHOP AND PREMISES,2232513314420.0
BOOTS UK LIMITED,01/04/2000,49250.0,0.0,0.0,0.0,£0.00,,N,N,,28/36 KIRKGATE,OTLEY,,,LS21 3HJ,CS,SHOP AND PREMISES,2232513314422.0
YORKSHIRE TRADING COMPANY,30/09/2009,55500.0,0.0,0.0,0.0,£0.00,,N,N,,38/40 KIRKGATE,OTLEY,,,LS21 3HJ,CS,SHOP AND PREMISES,2232513314423.0
SPECSAVERS OPTICAL SUPERSTORESLIMITED,23/06/2006,20000.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,7/9 KIRKGATE,OTLEY,,,LS21 3HN,CS,SHOP AND PREMISES,2232513314573.0
CENTURY BARS & INNS LTD,20/04/2015,29500.0,0.0,0.0,0.0,"-£1,422.13",,N,N,,WHITAKERS ARMS,KIRKGATE,OTLEY,,LS21 3HJ,CL,PUBLIC HOUSE AND PREMISES,2232513316227.0
HALIFAX PLC,01/04/2000,24250.0,0.0,0.0,0.0,£0.00,,N,N,,3/5 KIRKGATE,OTLEY,,,LS21 3HN,CS1,BANK AND PREMISES,2232513318027.0
LADBROKES BETTING & GAMING LTD,01/04/2000,9500.0,0.0,0.0,0.0,£0.00,,N,N,,11 KIRKGATE,OTLEY,,,LS21 3HN,CS2,BETTING SHOP AND PREMISES,2232513318028.0
TRUSTEES OF STERLING CONTRUCTION(YORKSHIRE) PENSION FUND LTD,05/07/2015,10250.0,0.0,0.0,0.0,£0.00,,Y,Y,05/07/2015,GND FLOOR,37 KIRKGATE,OTLEY,,LS21 3AZ,CS,SHOP AND PREMISES,2232513330294.0
TRUSTEES OF STERLING CONTRUCTION(YORKSHIRE) PENSION FUND LTD,01/04/2008,1875.0,0.0,0.0,0.0,£0.00,,Y,Y,01/04/2008,1ST FLOOR,37 KIRKGATE,OTLEY,WEST YORKSHIRE,LS21 3HN,CO,OFFICES AND PREMISES,2232513330295.0
SCOPE,01/04/2000,19750.0,80.0,0.0,0.0,"-£1,500.00",,N,N,,10/12 KIRKGATE,OTLEY,,,LS21 3HN,CS,SHOP AND PREMISES,2232513336142.0
TRUSTEES OF STERLING CONSTRUCTIO(YORKSHIRE) PENSION FUND LTD,01/04/2000,1375.0,0.0,0.0,0.0,£0.00,,Y,Y,01/04/2003,HYDRA DEVELOPMENT CORPORATION,2ND FLOOR,37 KIRKGATE,OTLEY,LS21 3HN,CO,OFFICES AND PREMISES,2232513342634.0
TRUSTEES OF STERLING CONSTRUCTIO(YORKSHIRE) PENSION FUND LTD,01/04/2007,1050.0,0.0,0.0,0.0,£0.00,,Y,Y,01/04/2007,A J AIR SERVICES 2ND FLOOR,37 KIRKGATE,OTLEY,,LS21 3HN,CO,OFFICES AND PREMISES,2232513342638.0
TRUSTEES OF STERLING CONTRUCTION(YORKSHIRE) PENSION FUND LTD,01/04/2007,2175.0,0.0,0.0,0.0,£0.00,,Y,Y,01/04/2007,MORETON & PADMORE 1ST FLOOR,37 KIRKGATE,OTLEY,,LS21 3HN,CO,OFFICES AND PREMISES,2232513342639.0
TRUSTEES OF STIRLING CONSTRUCTIO(YORKSHIRE) PENSION FUND LTD,01/04/2000,3400.0,0.0,0.0,0.0,£0.00,,Y,Y,01/04/2003,"ROOMS 9,10,11 & 12 3RD FLOOR",37 KIRKGATE,OTLEY,,LS21 3HN,CO,OFFICES AND PREMISES,2232513342641.0
TRUSTEES OF STERLING CONSTRUCTIO(YORKSHIRE) PENSION FUND LTD,06/07/2002,980.0,0.0,0.0,0.0,£0.00,,Y,Y,01/04/2003,OFFICE 8 2ND FLOOR,37 KIRKGATE,OTLEY,,LS21 3HN,CO,OFFICES AND PREMISES,2232513342644.0
TRUSTEES OF STERLING CONSTRUCTIO(YORKSHIRE) PENSION FUND LTD,01/04/2000,4450.0,0.0,0.0,0.0,£0.00,,Y,Y,01/04/2003,PHOENIX DATA SYSTEMS,1ST & 2ND FLOORS,37 KIRKGATE,OTLEY,LS21 1HN,CO,OFFICES AND PREMISES,2232513347074.0
BRITISH HEART FOUNDATION,01/04/2000,23500.0,80.0,0.0,0.0,"-£1,500.00",,N,N,,2 KIRKGATE,OTLEY,,,LS21 3HJ,CS,SHOP AND PREMISES,2232513362995.0
MRP GENERAL PARTNER NO.1 LLP,01/04/2015,1100.0,0.0,0.0,0.0,£0.00,,Y,Y,01/04/2015,SUITE A ROOM 1,44 KIRKGATE,OTLEY,LEEDS,LS21 3HJ,CO,Offices and Premises,2232513502668.0
MRP GENERAL PARTNER NO.1 LLP,15/12/2014,920.0,0.0,0.0,0.0,£0.00,,Y,Y,15/12/2014,SUITE A ROOM 2,44 KIRKGATE,OTLEY,LEEDS,LS21 3HJ,CO,Offices and Premises,2232513502679.0
MRP GENERAL PARTNER NO.1 LLP,15/12/2014,1100.0,0.0,0.0,0.0,£0.00,,Y,Y,15/12/2014,SUITE A ROOM 3,44 KIRKGATE,OTLEY,LEEDS,LS21 3HJ,CO,Offices and Premises,2232513502690.0
MRP GENERAL PARTNER NO.1 LLP,15/12/2014,1625.0,0.0,0.0,0.0,£0.00,,Y,Y,15/12/2014,SUITE A ROOM 4,44 KIRKGATE,OTLEY,LEEDS,LS21 3HN,CO,Offices and Premises,2232513502701.0
MRP GENERAL PARTNER NO.1 LLP,15/12/2014,940.0,0.0,0.0,0.0,£0.00,,Y,Y,15/12/2014,SUITE B ROOM 1 1ST FLOOR,46/48 KIRKGATE,OTLEY,LEEDS,LS21 3HJ,CO,Offices and Premises,2232513646050.0
HAYCOCK & JAY ASSOCIATES LTD,15/06/2012,1525.0,0.0,0.0,100.0,£0.00,,N,N,,SUITE B ROOM 2,1ST FLOOR,46/48 KIRKGATE,OTLEY,LS21 3HU,CO,Offices and Premises,2232513649130.0
MRP GENERAL PARTNER NO.1 LLP,15/12/2014,1550.0,0.0,0.0,0.0,£0.00,,Y,Y,15/12/2014,SUITE B ROOM 3,1ST FLOOR,46/48 KIRKGATE,OTLEY,LS21 3HJ,CO,Offices and Premises,2232513649141.0
SAVAGE CRANGLE SOLICITORS,01/10/2003,13000.0,0.0,0.0,0.0,£0.00,,N,N,,ROYAL OAK HOUSE,MANOR SQUARE,OTLEY,,LS21 3AZ,CO,OFFICES AND PREMISES,2232514307503.0
NATIONAL WESTMINSTER BANK PLC,01/04/2000,28500.0,0.0,0.0,0.0,£0.00,,N,N,,5/9 MANOR SQUARE,OTLEY,,,LS21 3AP,CS1,BANK AND PREMISES,2232514315147.0
PACIFIC RETAIL LTD - ADMINISTRTN,26/09/2008,11750.0,0.0,0.0,0.0,£0.00,,Y,Y,01/04/2015,1 MANOR SQUARE,OTLEY,,,LS21 3AP,CS,SHOP AND PREMISES,2232514315187.0
ARTHUR TEALE & SON LTD,01/04/2000,6900.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,11 MANOR SQUARE,OTLEY,,,LS21 3AP,CS,SHOP AND PREMISES,2232514315190.0
TSB BANK PLC,09/09/2013,12750.0,0.0,0.0,0.0,£0.00,,N,N,,18 MANOR SQUARE,OTLEY,,,LS21 3AY,CS1,BANK AND PREMISES,2232514315196.0
BISHOP WHEELER CATHOLIC ACADEMYTRUST,01/03/2013,18000.0,80.0,0.0,0.0,£0.00,,N,N,,ST JOSEPHS CATHOLIC PRIMARY SCHOOL,MANOR SQUARE,OTLEY,,LS21 3AY,EL,SCHOOL AND PREMISES,2232514324130.0
LEEDS COMMUNITY HEALTHCARE TRUST,01/04/2011,8700.0,0.0,0.0,0.0,£0.00,,N,N,,OTLEY CHILD WELFARE CENTRE,MANOR SQUARE,OTLEY,,LS21 3AP,MH1,HEALTH CENTRE AND PREMISES,2232514335482.0
BARCLAYS BANK PLC,01/04/2002,19250.0,0.0,0.0,0.0,£0.00,,N,N,,BARCLAYS BANK LTD,2 MANOR SQUARE,OTLEY,,LS21 3AP,CS1,Bank and Premises,2232514418739.0
TOLLER PARK PROPERTIES LTD,01/04/2010,2075.0,0.0,0.0,0.0,£0.00,,Y,Y,01/04/2010,VACANT PART 1ST FLOOR,23/25 MANOR SQUARE,OTLEY,,LS21 3AP,CO,Offices and Premises,2232514497476.0
OUR LADY & ALL SAINTS PARISH CTR,11/11/2012,7800.0,80.0,0.0,0.0,£0.00,,N,N,,CLITHEROW HOUSE,MANOR SQUARE,OTLEY,WEST YORKSHIRE,LS21 3AY,CO,Meeting Rooms and Premises,2232514511831.0
F M LISTER AND SON,01/07/2010,930.0,0.0,0.0,0.0,£0.00,,N,N,,OFFICE 6 2ND FLOOR,6 MANOR SQUARE,OTLEY,,LS21 3AP,CO,Offices and Premises,2232514655707.0
V 4 B SOLUTIONS LTD,01/07/2010,2400.0,0.0,0.0,100.0,£0.00,,N,N,,OFFICES 7 - 9 2ND FLOOR,6 MANOR SQUARE,OTLEY,,LS21 3AP,CO,Offices and Premises,2232514655718.0
PAUL VERITY OPTICIANS LTD,01/03/2003,13750.0,0.0,0.0,0.0,£0.00,,N,N,,14 MARKET PLACE,OTLEY,,,LS21 3AQ,CS,SHOP AND PREMISES,2232515315158.0
SINGH PHARMA LTD,23/03/2012,13500.0,0.0,0.0,0.0,£0.00,,N,N,,14A MARKET PLACE,OTLEY,,,LS21 3AQ,CS,SHOP AND PREMISES,2232515315159.0
NICOLE BOWDEN OPTICS LTD,01/04/2005,9600.0,0.0,0.0,40.0,£0.00,,N,N,,26 MARKET PLACE,OTLEY,,,LS21 3AQ,CS,SHOP AND PREMISES,2232515315163.0
WILLSTAN RACING LTD,01/04/2000,17000.0,0.0,0.0,0.0,£0.00,,N,N,,40 MARKET PLACE,OTLEY,,,LS21 3AQ,CS2,BETTING SHOP AND PREMISES,2232515315184.0
GREGGS PLCT/A GREGGS OF YORKSHIRE,01/04/2000,20500.0,0.0,0.0,0.0,£0.00,,N,N,,UNIT 1,36/38 MARKET PLACE,OTLEY,,LS21 3AQ,CS,SHOP AND PREMISES,2232515315185.0
THE BAY HORSE (OTLEY) LTD,03/04/2003,20500.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,BAY HORSE,MARKET PLACE,OTLEY,,LS21 3AQ,CL,PUBLIC HOUSE AND PREMISES,2232515315772.0
LEEDS CITY COUNCIL,01/04/2000,25000.0,0.0,0.0,0.0,£0.00,,N,N,,L C C MARKET TOLLS,MARKET PLACE,OTLEY,,LS21 3AQ,CM,MARKET PLACE,2232515323798.0
HARDISTY BROTHERS LTD,07/05/2008,8100.0,0.0,0.0,0.0,£0.00,,N,N,,24 MARKET PLACE,OTLEY,,,LS21 3AQ,CS,SHOP AND PREMISES,2232515328613.0
SUPERDRUG STORES PLC,01/04/2000,35750.0,0.0,0.0,0.0,£0.00,,N,N,,32/34 MARKET PLACE,OTLEY,,,LS21 3AQ,CS,SHOP AND PREMISES,2232515331847.0
WEEGMANNS LTD,01/04/2000,20500.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,4/6 MARKET PLACE,OTLEY,,,LS21 3AQ,CS,SHOP AND PREMISES,2232515359581.0
FROZEN VALUE LIMITED,13/08/2000,24750.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,3/9 MARKET PLACE,OTLEY,,,LS21 3AQ,CS,SHOP AND PREMISES,2232515365517.0
CATS PROTECTION,01/05/2015,11250.0,80.0,0.0,0.0,-£809.21,,N,N,,19 MARKET STREET,OTLEY,,,LS21 3AF,CS,SHOP AND PREMISES,2232516338828.0
HINCHCLIFFE PROP ASSOCIATES,31/03/2014,1025.0,0.0,0.0,0.0,£0.00,,Y,Y,31/03/2014,10A MARKET STREET,OTLEY,,,LS21 3AF,CW3,STORE AND PREMISES,2232516350288.0
JOHNSTON PUBLISHING LTD,20/07/2012,14000.0,0.0,0.0,0.0,£0.00,,Y,N,20/07/2012,17 MARKET STREET,OTLEY,,,LS21 3AF,CO,OFFICES AND PREMISES,2232516357448.0
COMPLETE FASHIONS LTD,24/09/2013,11000.0,0.0,0.0,17.0,"-£1,500.00",,N,N,,10 MARKET PLACE,OTLEY,,,LS21 3AQ,CS,SHOP AND PREMISES,2232516646688.0
RESERVE FORCES & CADETS ASSOC,01/04/2000,2250.0,80.0,0.0,0.0,£0.00,,N,N,,ACF HUT,LEACROFT,MYERS CROFT,OTLEY,LS21 3JF,LC3,CADET HUT AND PREMISES,2232517361899.0
HARRY TRAVIS (RISHWORTH) LTD,01/04/2000,3000.0,0.0,0.0,0.0,£0.00,,N,N,,HARRY TRAVIS LTD,NEW MARKET,OTLEY,,LS21 3AE,CW3,Store and Premises,2232519308171.0
THE CURIOUS HOP LTD,01/11/2013,7600.0,0.0,0.0,73.0,-£972.80,,N,N,,18 NEW MARKET,OTLEY,,,LS21 3AE,CS,SHOP AND PREMISES,2232519315134.0
CHEZVIN LTD,01/12/2005,3450.0,0.0,0.0,100.0,£0.00,,N,N,,24 NEW MARKET,OTLEY,,,LS21 3AE,CS,SHOP AND PREMISES,2232519315135.0
PUBLICNATURE LTD,11/01/2013,10500.0,0.0,0.0,0.0,"-£1,500.00",,N,N,,OTLEY TAVERN,NEW MARKET,OTLEY,,LS21 3AE,CL,PUBLIC HOUSE AND PREMISES,2232519315754.0
